event_id,timestamp,pod,log_message,trust_score,identity_valid,runtime_anomaly,trace_path_consistent,invocation_frequency,namespace_violation,process_anomaly,connection_score,ground_truth_label,event_type,data_source,tetragon_events_in_window
576,2026-06-09T05:00:35.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
577,2026-06-09T05:00:35.510881+00:00,order-service,Payment service call completed,0.86532,True,False,True,4.7,False,False,0.383,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
578,2026-06-09T05:00:35.510881+00:00,payment-service,User profile lookup completed,0.86244,True,False,True,3.9,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,39
579,2026-06-09T05:00:45.510881+00:00,payment-service,User profile lookup completed,0.8568,True,False,True,4.7,False,False,0.3404,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
580,2026-06-09T05:00:45.510881+00:00,user-profile-service,Profile lookup completed,0.79376,True,False,True,2.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,26
581,2026-06-09T05:00:45.510881+00:00,order-service,Payment service call completed,0.862,True,False,True,2.9,False,False,0.3448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,29
582,2026-06-09T05:00:55.510881+00:00,payment-service,User profile lookup completed,0.86732,True,False,True,3.2,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,32
583,2026-06-09T05:00:55.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
584,2026-06-09T05:00:55.510881+00:00,order-service,Payment service call completed,0.85514,True,False,True,4.8,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,48
585,2026-06-09T05:01:05.510881+00:00,order-service,Payment service call completed,0.85268,True,False,True,3.3,False,False,0.303,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,33
586,2026-06-09T05:01:05.510881+00:00,user-profile-service,Profile lookup completed,0.794,True,False,True,2.5,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,25
587,2026-06-09T05:01:05.510881+00:00,payment-service,User profile lookup completed,0.8609,True,False,True,2.4,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
588,2026-06-09T05:01:15.510881+00:00,payment-service,User profile lookup completed,0.85834,True,False,True,5.1,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,51
589,2026-06-09T05:01:15.510881+00:00,order-service,Payment service call completed,0.85308,True,False,True,4.4,False,False,0.3182,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
590,2026-06-09T05:01:15.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
591,2026-06-09T05:01:25.510881+00:00,payment-service,User profile lookup completed,0.86112,True,False,True,5.4,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
592,2026-06-09T05:01:25.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
593,2026-06-09T05:01:25.510881+00:00,order-service,Payment service call completed,0.8609,True,False,True,2.4,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
594,2026-06-09T05:01:35.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
595,2026-06-09T05:01:35.510881+00:00,order-service,Payment service call completed,0.86042,True,False,True,5.9,False,False,0.3729,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,59
596,2026-06-09T05:01:35.510881+00:00,payment-service,User profile lookup completed,0.8665,True,False,True,1.7,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,17
597,2026-06-09T05:01:45.510881+00:00,order-service,Payment service call completed,0.85514,True,False,True,4.8,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,48
598,2026-06-09T05:01:45.510881+00:00,payment-service,User profile lookup completed,0.8676,True,False,True,2.7,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
599,2026-06-09T05:01:45.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
600,2026-06-09T05:01:55.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
601,2026-06-09T05:01:55.510881+00:00,payment-service,User profile lookup completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
602,2026-06-09T05:01:55.510881+00:00,order-service,Payment service call completed,0.8609,True,False,True,2.4,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
603,2026-06-09T05:02:05.510881+00:00,order-service,Payment service call completed,0.8586,True,False,True,1.9,False,False,0.3158,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,19
604,2026-06-09T05:02:05.510881+00:00,payment-service,User profile lookup completed,0.86242,True,False,True,3.4,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,34
605,2026-06-09T05:02:05.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
606,2026-06-09T05:02:15.510881+00:00,payment-service,User profile lookup completed,0.860503,True,False,True,6.7,False,False,0.3881,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,67
607,2026-06-09T05:02:15.510881+00:00,order-service,Payment service call completed,0.86244,True,False,True,3.9,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,39
608,2026-06-09T05:02:15.510881+00:00,user-profile-service,Profile lookup completed,0.79664,True,False,True,1.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,14
609,2026-06-09T05:02:25.510881+00:00,payment-service,User profile lookup completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
610,2026-06-09T05:02:25.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
611,2026-06-09T05:02:25.510881+00:00,order-service,Payment service call completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
612,2026-06-09T05:02:35.510881+00:00,user-profile-service,Profile lookup completed,0.79424,True,False,True,2.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
613,2026-06-09T05:02:35.510881+00:00,payment-service,User profile lookup completed,0.86532,True,False,True,4.7,False,False,0.383,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
614,2026-06-09T05:02:35.510881+00:00,order-service,Payment service call completed,0.86532,True,False,True,4.7,False,False,0.383,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
615,2026-06-09T05:02:45.510881+00:00,order-service,Payment service call completed,0.85834,True,False,True,5.1,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,51
616,2026-06-09T05:02:45.510881+00:00,payment-service,User profile lookup completed,0.86732,True,False,True,3.2,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,32
617,2026-06-09T05:02:45.510881+00:00,user-profile-service,Profile lookup completed,0.79664,True,False,True,1.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,14
618,2026-06-09T05:02:55.510881+00:00,order-service,Payment service call completed,0.85514,True,False,True,4.8,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,48
619,2026-06-09T05:02:55.510881+00:00,user-profile-service,Profile lookup completed,0.79544,True,False,True,1.9,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,19
620,2026-06-09T05:02:55.510881+00:00,payment-service,User profile lookup completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
621,2026-06-09T05:03:05.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
622,2026-06-09T05:03:05.510881+00:00,order-service,Payment service call completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
623,2026-06-09T05:03:05.510881+00:00,payment-service,User profile lookup completed,0.85598,True,False,True,3.7,False,False,0.3243,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
624,2026-06-09T05:03:15.510881+00:00,order-service,Payment service call completed,0.849931,True,False,True,6.6,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,66
625,2026-06-09T05:03:15.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
626,2026-06-09T05:03:15.510881+00:00,payment-service,User profile lookup completed,0.8617,True,False,True,4.9,False,False,0.3673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,49
627,2026-06-09T05:03:25.510881+00:00,order-service,Payment service call completed,0.84616,True,False,True,1.6,False,False,0.25,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
628,2026-06-09T05:03:25.510881+00:00,payment-service,User profile lookup completed,0.85852,True,False,True,4.6,False,False,0.3478,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
629,2026-06-09T05:03:25.510881+00:00,user-profile-service,Profile lookup completed,0.7976,True,False,True,1.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,10
630,2026-06-09T05:03:35.510881+00:00,order-service,Payment service call completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
631,2026-06-09T05:03:35.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
632,2026-06-09T05:03:35.510881+00:00,payment-service,User profile lookup completed,0.85802,True,False,True,3.6,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,36
633,2026-06-09T05:03:45.510881+00:00,order-service,Payment service call completed,0.862,True,False,True,2.9,False,False,0.3448,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,29
634,2026-06-09T05:03:45.510881+00:00,payment-service,User profile lookup completed,0.86744,True,False,True,2.2,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
635,2026-06-09T05:03:45.510881+00:00,user-profile-service,Profile lookup completed,0.79424,True,False,True,2.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
636,2026-06-09T05:03:55.510881+00:00,order-service,Payment service call completed,0.86732,True,False,True,3.2,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,32
637,2026-06-09T05:03:55.510881+00:00,user-profile-service,Profile lookup completed,0.79328,True,False,True,2.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,28
638,2026-06-09T05:03:55.510881+00:00,payment-service,User profile lookup completed,0.8668,True,False,True,3.7,False,False,0.3784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
639,2026-06-09T05:04:05.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
640,2026-06-09T05:04:05.510881+00:00,payment-service,User profile lookup completed,0.86112,True,False,True,5.4,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
641,2026-06-09T05:04:05.510881+00:00,order-service,Payment service call completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
642,2026-06-09T05:04:15.510881+00:00,payment-service,User profile lookup completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
643,2026-06-09T05:04:15.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
644,2026-06-09T05:04:15.510881+00:00,order-service,Payment service call completed,0.8617,True,False,True,4.9,False,False,0.3673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,49
645,2026-06-09T05:04:25.510881+00:00,payment-service,User profile lookup completed,0.855101,True,False,True,8.2,False,False,0.3902,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,82
646,2026-06-09T05:04:25.510881+00:00,order-service,Payment service call completed,0.86352,True,False,True,5.7,False,False,0.386,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,57
647,2026-06-09T05:04:25.510881+00:00,user-profile-service,Profile lookup completed,0.79376,True,False,True,2.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,26
648,2026-06-09T05:04:35.510881+00:00,payment-service,User profile lookup completed,0.8617,True,False,True,4.9,False,False,0.3673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,49
649,2026-06-09T05:04:35.510881+00:00,user-profile-service,Profile lookup completed,0.79352,True,False,True,2.7,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
650,2026-06-09T05:04:35.510881+00:00,order-service,Payment service call completed,0.86216,True,False,True,4.4,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,44
651,2026-06-09T05:04:45.510881+00:00,payment-service,User profile lookup completed,0.85084,True,False,True,5.6,False,False,0.3214,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,56
652,2026-06-09T05:04:45.510881+00:00,order-service,Payment service call completed,0.86244,True,False,True,3.9,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,39
653,2026-06-09T05:04:45.510881+00:00,user-profile-service,Profile lookup completed,0.79664,True,False,True,1.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,14
654,2026-06-09T05:04:55.510881+00:00,order-service,Payment service call completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
655,2026-06-09T05:04:55.510881+00:00,payment-service,User profile lookup completed,0.86242,True,False,True,3.4,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,34
656,2026-06-09T05:04:55.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
657,2026-06-09T05:05:05.510881+00:00,order-service,Payment service call completed,0.85598,True,False,True,3.7,False,False,0.3243,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
658,2026-06-09T05:05:05.510881+00:00,payment-service,User profile lookup completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
659,2026-06-09T05:05:05.510881+00:00,user-profile-service,Profile lookup completed,0.79328,True,False,True,2.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,28
660,2026-06-09T05:05:15.510881+00:00,order-service,Payment service call completed,0.85404,True,False,True,3.8,False,False,0.3158,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,38
661,2026-06-09T05:05:15.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
662,2026-06-09T05:05:15.510881+00:00,payment-service,User profile lookup completed,0.8668,True,False,True,3.7,False,False,0.3784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
663,2026-06-09T05:05:25.510881+00:00,order-service,Payment service call completed,0.86112,True,False,True,5.4,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
664,2026-06-09T05:05:25.510881+00:00,payment-service,User profile lookup completed,0.85404,True,False,True,3.8,False,False,0.3158,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,38
665,2026-06-09T05:05:25.510881+00:00,user-profile-service,Profile lookup completed,0.79664,True,False,True,1.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,14
666,2026-06-09T05:05:35.510881+00:00,payment-service,User profile lookup completed,0.86112,True,False,True,5.4,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,54
667,2026-06-09T05:05:35.510881+00:00,order-service,Payment service call completed,0.85846,True,False,True,4.1,False,False,0.3415,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,41
668,2026-06-09T05:05:35.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
669,2026-06-09T05:05:45.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
670,2026-06-09T05:05:45.510881+00:00,order-service,Payment service call completed,0.85852,True,False,True,4.6,False,False,0.3478,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,46
671,2026-06-09T05:05:45.510881+00:00,payment-service,User profile lookup completed,0.86242,True,False,True,3.4,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,34
672,2026-06-09T05:05:55.510881+00:00,payment-service,User profile lookup completed,0.86732,True,False,True,3.2,False,False,0.375,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,32
673,2026-06-09T05:05:55.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
674,2026-06-09T05:05:55.510881+00:00,order-service,Payment service call completed,0.8504,True,False,True,4.0,False,False,0.3,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,40
675,2026-06-09T05:06:05.510881+00:00,order-service,Payment service call completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
676,2026-06-09T05:06:05.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
677,2026-06-09T05:06:05.510881+00:00,payment-service,User profile lookup completed,0.8676,True,False,True,2.7,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
678,2026-06-09T05:06:15.510881+00:00,order-service,Payment service call completed,0.86244,True,False,True,3.9,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,39
679,2026-06-09T05:06:15.510881+00:00,payment-service,User profile lookup completed,0.86532,True,False,True,4.7,False,False,0.383,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
680,2026-06-09T05:06:15.510881+00:00,user-profile-service,Profile lookup completed,0.79328,True,False,True,2.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,28
681,2026-06-09T05:06:25.510881+00:00,payment-service,User profile lookup completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
682,2026-06-09T05:06:25.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
683,2026-06-09T05:06:25.510881+00:00,order-service,Payment service call completed,0.8521,True,False,True,2.1,False,False,0.2857,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,21
684,2026-06-09T05:06:35.510881+00:00,user-profile-service,Profile lookup completed,0.79352,True,False,True,2.7,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
685,2026-06-09T05:06:35.510881+00:00,order-service,Payment service call completed,0.8668,True,False,True,3.7,False,False,0.3784,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
686,2026-06-09T05:06:35.510881+00:00,payment-service,User profile lookup completed,0.85598,True,False,True,3.7,False,False,0.3243,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,37
687,2026-06-09T05:06:45.510881+00:00,order-service,Payment service call completed,0.8617,True,False,True,4.9,False,False,0.3673,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,49
688,2026-06-09T05:06:45.510881+00:00,payment-service,User profile lookup completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
689,2026-06-09T05:06:45.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
690,2026-06-09T05:06:55.510881+00:00,payment-service,User profile lookup completed,0.862244,True,False,True,6.2,False,False,0.3871,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,62
691,2026-06-09T05:06:55.510881+00:00,user-profile-service,Profile lookup completed,0.79616,True,False,True,1.6,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,16
692,2026-06-09T05:06:55.510881+00:00,order-service,Payment service call completed,0.86018,True,False,True,3.5,False,False,0.3429,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,35
693,2026-06-09T05:07:05.510881+00:00,payment-service,User profile lookup completed,0.86352,True,False,True,5.7,False,False,0.386,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,57
694,2026-06-09T05:07:05.510881+00:00,order-service,Payment service call completed,0.8586,True,False,True,1.9,False,False,0.3158,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,19
695,2026-06-09T05:07:05.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
696,2026-06-09T05:07:15.510881+00:00,payment-service,User profile lookup completed,0.86244,True,False,True,3.9,False,False,0.359,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,39
697,2026-06-09T05:07:15.510881+00:00,user-profile-service,Profile lookup completed,0.79472,True,False,True,2.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
698,2026-06-09T05:07:15.510881+00:00,order-service,Payment service call completed,0.8609,True,False,True,2.4,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
699,2026-06-09T05:07:25.510881+00:00,payment-service,User profile lookup completed,0.86532,True,False,True,4.7,False,False,0.383,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,47
700,2026-06-09T05:07:25.510881+00:00,user-profile-service,Profile lookup completed,0.79424,True,False,True,2.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
701,2026-06-09T05:07:25.510881+00:00,order-service,Payment service call completed,0.86444,True,False,True,5.2,False,False,0.3846,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,52
702,2026-06-09T05:07:35.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
703,2026-06-09T05:07:35.510881+00:00,payment-service,User profile lookup completed,0.85042,True,False,True,2.8,False,False,0.2857,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,28
704,2026-06-09T05:07:35.510881+00:00,order-service,Payment service call completed,0.8665,True,False,True,1.7,False,False,0.3529,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,17
705,2026-06-09T05:07:45.510881+00:00,order-service,Payment service call completed,0.85708,True,False,True,3.1,False,False,0.3226,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,31
706,2026-06-09T05:07:45.510881+00:00,user-profile-service,Profile lookup completed,0.79424,True,False,True,2.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
707,2026-06-09T05:07:45.510881+00:00,payment-service,User profile lookup completed,0.8609,True,False,True,2.4,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,24
708,2026-06-09T05:07:55.510881+00:00,order-service,Payment service call completed,0.857467,True,False,True,6.9,False,False,0.3768,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,69
709,2026-06-09T05:07:55.510881+00:00,payment-service,User profile lookup completed,0.85802,True,False,True,3.6,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,36
710,2026-06-09T05:07:55.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
711,2026-06-09T05:08:05.510881+00:00,order-service,Payment service call completed,0.85846,True,False,True,4.1,False,False,0.3415,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,41
712,2026-06-09T05:08:05.510881+00:00,payment-service,User profile lookup completed,0.8676,True,False,True,2.7,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
713,2026-06-09T05:08:05.510881+00:00,user-profile-service,Profile lookup completed,0.79568,True,False,True,1.8,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,18
714,2026-06-09T05:08:15.510881+00:00,payment-service,User profile lookup completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
715,2026-06-09T05:08:15.510881+00:00,order-service,Payment service call completed,0.8548,True,False,True,4.3,False,False,0.3256,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,43
716,2026-06-09T05:08:15.510881+00:00,user-profile-service,Profile lookup completed,0.7952,True,False,True,2.0,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,20
717,2026-06-09T05:08:25.510881+00:00,payment-service,User profile lookup completed,0.86612,True,False,True,4.2,False,False,0.381,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,42
718,2026-06-09T05:08:25.510881+00:00,user-profile-service,Profile lookup completed,0.79592,True,False,True,1.7,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,17
719,2026-06-09T05:08:25.510881+00:00,order-service,Payment service call completed,0.8676,True,False,True,2.7,False,False,0.3704,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,27
720,2026-06-09T05:08:35.510881+00:00,order-service,Payment service call completed,0.86744,True,False,True,2.2,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
721,2026-06-09T05:08:35.510881+00:00,payment-service,User profile lookup completed,0.86744,True,False,True,2.2,False,False,0.3636,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,22
722,2026-06-09T05:08:35.510881+00:00,user-profile-service,Profile lookup completed,0.79712,True,False,True,1.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,12
723,2026-06-09T05:08:45.510881+00:00,payment-service,Service request processed successfully,0.7988,True,False,True,0.5,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,5
724,2026-06-09T05:08:45.510881+00:00,order-service,Service request processed successfully,0.79904,True,False,True,0.4,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,4
725,2026-06-09T05:08:45.510881+00:00,user-profile-service,Service request processed successfully,0.79952,True,False,True,0.2,False,False,0.0,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,2
726,2026-06-09T05:08:55.510881+00:00,order-service,Payment service call completed,0.86378,True,False,True,1.2,False,False,0.3333,0,BENIGN,real_kubernetes_cluster_tetragon_ebpf,12
